Name,CA,PA,PA Min,PA Max
Nathan Zeze,107,-8,130,160
Nathaniel Ikechukwu Nwosu,97,-8,130,160
Nectarios Triantis,110,-8,130,160
Nelson Felix Patrick Weiper,102,-8,130,160
Niccolò Pisilli,96,-8,130,160
Nick de Koning,65,-8,130,160
Nicolas González Iglesias,140,160,160,160
Nicolás Serrano Galdeano,112,-8,130,160
Nicolò Tresoldi,108,-8,130,160
Nikša Delibašić,98,-8,130,160
Noah Lahmadi,97,-8,130,160
Noah Makembo-Ntemo,86,-8,130,160
Noël Aséko Nkili,92,-8,130,160
Noel López de la Fuente,115,-8,130,160
Norberto Paolo Bedolla Muñozledo,80,-8,130,160
Odin Thiago Holm,116,-8,130,160
Olivier Aertssen,95,-8,130,160
Omari Elijah Giraud-Hutchinson,113,-8,130,160
Onurhan Babuşcu,105,-8,130,160
Orkun Kökçü,142,160,160,160
Óscar Andrés Perea Abonce,97,-8,130,160
Pascal Noah Lemina,101,-8,130,160
Pau Prim Coma,95,-8,130,160
Paul Michael Junior Okon-Engstler,94,-8,130,160
Pavel Meleshin,95,-8,130,160
Pedro Henrique Silva dos Santos,105,-8,130,160
Pedro Jeampierre Vite Uca,112,-8,130,160
Peio Huestamendia Aguirreburualde,90,-8,130,160
Petar Ratkov,120,-8,130,160
Phillip Verhounig,95,-8,130,160
Prince Adu-Addae Junior Aning,105,-8,130,160
Prince Ndlovu,80,-8,130,160
Quinn Sullivan,107,-8,130,160
Rainey Breinburg,98,-8,130,160
Rareş Andrei Ilie,112,-8,130,160
Rav van den Berg,110,-8,130,160
Rayan Vitor Simplício Rocha,92,-8,130,160
Renan Victor da Silva,115,-8,130,160
Reuell Walters,105,-8,130,160
Ricardo Daniel Pepi,121,-8,130,160
Ricardo Tomas Solbes Waldmeyer,105,-8,130,160
Robert Navarro Muñoz,123,-8,130,160
Rodrigo Martins Gomes,113,-8,130,160
Roger Fernandes,111,-8,130,160
Roger Gabriel Farias de Jesus,84,-8,130,160
Roi Torres Barrán,65,-8,130,160
Ronnie Edwards,118,-8,130,160
Rory Wilson,89,-8,130,160
Ro-Zangelo Daal,102,-8,130,160
Rubén Iranzo Lendínez,90,-8,130,160
Ruben van Bommel,118,-8,130,160
Saël Kumbedi Nseke,112,-8,130,160
Saïmon Bouabré,88,-8,130,160
Samed Baždar,114,-8,130,160
Samson Baidoo,114,-8,130,160
Samuel Ikechukwu Edozie,127,-8,130,160
Samuel Loureiro Carvalho Justo,108,-8,130,160
Saná Eusébio Mango Fernandes,82,-8,130,160
Santiago López Grobin,104,-8,130,160
Sebastián Pérez Bouquet Pérez,95,-8,130,160
Sékou Mara,122,-8,130,160
Semih Kılıçsoy,100,-8,130,160
Sepp van den Berg,122,-8,130,160
Serdar Saatçı,126,-8,130,160
Sergio Arribas Calvo,133,160,160,160
Shea Emmanuel Charles,115,-8,130,160
Simon Adingra,136,160,160,160
Stefanos Tzimas,80,-8,130,160
Stefanyshyn Andrii Ihorovych,55,-8,130,160
Stipe Biuk,113,-8,130,160
Stiven Shpendi,117,-8,130,160
Takuhiro Nakai,104,-8,130,160
Tarek Buchmann,99,-8,130,160
Taylor Jay Harwood-Bellis,130,-8,130,160
Telasco José Segovia Pérez,113,-8,130,160
Thijs Kraaijeveld,85,-8,130,160
Thorsten Brits,72,-8,130,160
Thuto Mojanaga,85,-8,130,160
Tiago Dias Freitas,87,-8,130,160
Tiago Miguel Geraldes Parente,92,-8,130,160
Tidiam Gomis,85,-8,130,160
Tijn den Boggende,96,-8,130,160
Timothy Emeka Iroegbunam,117,-8,130,160
Tobías Emanuel Palacio Cardozo,95,-8,130,160
Tobias Fjeld Gulliksen,120,-8,130,160
Tom Alexander Rothe,112,-8,130,160
Tommaso Martinelli,91,-8,130,160
Tommaso Ravaglioli,81,-8,130,160
Tommy Hogan Setford,87,-8,130,160
Travis Akomeah,79,-8,130,160
Tyler-Jay Dibling,90,-8,130,160
Tyrique George,80,-8,130,160
Ulises Adrián Giménez,95,-8,130,160
Umut Deger Tohumcu,109,-8,130,160
Urko González de Zárate Quirós,110,-8,130,160
Vadim Rakov,85,-8,130,160
Valentin Atangana Edoa,100,-8,130,160
Vicente Tomás Pizarro Durcudoy,120,-8,130,160
Victor Hugo Gomes Silva,122,-8,130,160
Víctor Moreno Alcalá,93,-8,130,160
Viktor Đukanović,114,-8,130,160
Vinicius Augusto Tobias da Silva,108,-8,130,160
Vitor dos Santos Figueiredo,68,-8,130,160
Vivaldo Leandro Semedo Moura Sousa,105,-8,130,160
Voloshyn Nazar Ihorovyh,108,-8,130,160
Wanya Loureiro Marçal-Madivádua,118,-8,130,160
William Clem,116,-8,130,160
William Thomas Alves,100,-8,130,160
Willian Joel Pacho Tenorio,132,160,160,160
Wilson Odobert,115,-8,130,160
Wisdom Amey,88,-8,130,160
Wouter Goes,105,-8,130,160
Xavier Grande Sánchez,85,-8,130,160
Yaël Thébault,84,-8,130,160
Yanis Issoufou,82,-8,130,160
Yarmoliuk Yehor Romanovych,115,-8,130,160
Yasin Abbas Ayari,125,-8,130,160
Yerson Ronaldo Chacón Ramírez,110,-8,130,160
Yusuf Demir,110,-8,130,160
Edoardo Bove,132,159,159,159
Fabiano Parisi,137,159,159,159
Marco Pellegrino,123,159,159,159
Nicolas Seiwald,136,159,159,159
Stefano Turati,133,159,159,159
Takefusa Kubo,149,159,159,159
Alan Gonzalo Varela,141,158,158,158
Arnaud Kalimuendo Muinga,133,158,158,158
Bafodé Diakité,133,158,158,158
Fabian Rieder,131,158,158,158
Liel Abada,129,158,158,158
Sergio Gómez Martín,132,158,158,158
Aimar Oroz Huarte,137,157,157,157
Bradley Barcola,130,157,157,157
Elia Caprile,125,157,157,157
Jeremy Leonel Sarmiento Morante,132,157,157,157
Kevin Schade,137,157,157,157
Lorenzo Pirola,127,157,157,157
Maarten Vandevoordt,121,157,157,157
Salvatore Esposito,124,157,157,157
Vanderson de Oliveira Campos,139,157,157,157
Adrien Truffert,131,156,156,156
Fabio Miretti,136,156,156,156
Joan García Pons,120,156,156,156
Joshua Orobosa Zirkzee,137,156,156,156
Kiliann Eric Sildillia,125,156,156,156
Kristjan Asllani,133,156,156,156
Mees Hilgers,128,156,156,156
Morten Wetche Frendrup,133,156,156,156
Nicola Zalewski,139,156,156,156
Niklas Hedl,124,156,156,156
Oliver William Skipp,141,156,156,156
Samuele Ricci,139,156,156,156
Adrián Bernabé García,126,155,155,155
Amad Diallo,128,155,155,155
Amar Dedić,130,155,155,155
Arouna Sanganté,123,155,155,155
Bryan Gil Salvatierra,135,155,155,155
Bryan Zaragoza Martínez,137,155,155,155
Cameron Desmond Archer,126,155,155,155
Cole Jermaine Palmer,130,155,155,155
Eric García Martret,144,155,155,155
Fábio Daniel Soares Silva,127,155,155,155
Felipe Rodrigues da Silva,136,155,155,155
Folarin Jerry Balogun,139,155,155,155
Georginio Rutter,131,155,155,155
Hugo Ekitike,130,155,155,155
Ibrahima Kader Ariel Bamba,125,155,155,155
Ivan Ilić,138,155,155,155
Josh Doig,130,155,155,155
Kang-In Lee,141,155,155,155
Largie Ramazani,133,155,155,155
Lorenzo Colombo,131,155,155,155
Lucas Beltrán,135,155,155,155
Matteo Ruggeri,135,155,155,155
Miguel Gutiérrez Ortega,130,155,155,155
Murillo Santiago Costa dos Santos,123,155,155,155
Natan Bernardo de Souza,134,155,155,155
Nathan Collins,135,155,155,155
Odilon Kouakou Koussounou,134,155,155,155
Santiago Tomás Giménez,140,155,155,155
Sergio Camello Pérez,130,155,155,155
Tariq Kwame Nii-Lante Lamptey,137,155,155,155
Thomas Glyn Doyle,125,155,155,155
Tyler Scott Morton,119,155,155,155
Unai Vencedor Paris,137,155,155,155
Amir Richardson,122,154,154,154
Ander Barrenetxea Muguruza,145,154,154,154
Anthony Michael Gordon,141,154,154,154
Arnau Puigmal Martínez,125,154,154,154
Cenk Özkacar,130,154,154,154
Facundo Pellistri Rebollo,130,154,154,154
Fernando Niño Rodríguez,121,154,154,154
Gabriel Veron Fonseca de Souza,133,154,154,154
Luiz Henrique André Rosa da Silva,139,154,154,154
Mika Mármol Medina,128,154,154,154
Noah Atubolu,120,154,154,154
Rubén Pulido Peñas,118,154,154,154
Yann Aurel Ludger Bisseck,132,154,154,154
Daniel James Neil,121,153,153,153
El Bilal Touré,137,153,153,153
Patrick Wimmer,136,153,153,153
Quinten Ryan Crispito Timber,131,153,153,153
Radu Matei Drăguşin,133,153,153,153
Ramón Terrats Espacio,136,153,153,153
Rayan Aït-Nouri,132,153,153,153
Samuel de Almeida Costa,134,153,153,153
Sergio Carreira Vilariño,128,153,153,153
Wilfried Stéphane Singo,134,153,153,153
Zito André Sebastião Luvumbo,128,153,153,153
Adam Hložek,129,152,152,152
Arnau Martínez López,131,152,152,152
Aster Jan Vranckx,122,152,152,152
Beñat Turrientes Imaz,132,152,152,152
Caleb Okoli Memeh,133,152,152,152
David Affengruber,127,152,152,152
Diop Tehuti Djed-Hotep Spence,130,152,152,152
Enzo Millot,124,152,152,152
Eric Martel,128,152,152,152
Ethan Kwame Colm Raymond Ampadu,135,152,152,152
Iván Jaime Pajuelo,135,152,152,152
Jonathan David Henry Rowe,122,152,152,152
José Martínez Marsà,120,152,152,152
Luiz Lúcio Reis Júnior,130,152,152,152
Victor Bernth Flesner Kristiansen,133,152,152,152
Victor Boniface,136,152,152,152
Yan Bueno Couto,135,152,152,152
José Ángel Carmona Navarro,126,151,151,151
Josha Mamadou Karaboue Vagnomann,133,151,151,151
Julen Agirrezabala Astúlez,128,151,151,151
Keane William Lewis-Potter,129,151,151,151
Tiago Carvalho Santos,126,151,151,151
Aarón Anselmino,100,-75,120,150
Aaron Bouwman,70,-75,120,150
Aaron James Ramsey,125,-75,120,150
Aaron Simpasa,82,-75,120,150
Aaron Zehnter,100,-75,120,150
Abakar Gadjiev,90,-75,120,150
Abbosbek Fayzullayev,98,-75,120,150
Abdoulaye Djiré,90,-75,120,150
Abdoulaye Kamara,98,-75,120,150
Abdramane Konaté,92,-75,120,150
Abdulmalik Ahmed Abdulaziz Al-Oyayari,100,-75,120,150
Aboubacar Conté,88,-75,120,150
Aboubacar Sangaré Traoré,70,-75,120,150
Aboubacar Sidiki Camara,81,-75,120,150
Abu Kamara,96,-75,120,150
Adam Aznou Ben Cheikh,89,-75,120,150
Adam Bakoune,80,-75,120,150
Adam Daghim,87,-75,120,150
Adama Bojang,97,-75,120,150
Adamo Nagalo,125,150,150,150
Adil Aouchiche,118,150,150,150
Adin Ličina,81,-75,120,150
Adis Jašić,110,-75,120,150
Adrian Bajrami,105,-75,120,150
Adrián Pérez Galiano,85,-75,120,150
Adrian Przyborek,75,-75,120,150
Adryan Bezerra Silva,75,-75,120,150
Adyson do Nascimento Soares,90,-75,120,150
Agon Rexhaj,77,-75,120,150
Agustín Ávalos Molina,90,-75,120,150
Agustín Cañete,80,-75,120,150
Agustín Fernando Romero,87,-75,120,150
Agustín Gonzalo Wierna Luque,95,-75,120,150
Agustín Hausch,108,-75,120,150
Agustín Javier Rodríguez,107,-75,120,150
Ahmed Nader Hawash,87,-75,120,150
Aimar Peña Vázquez,80,-75,120,150
Aimar Santiago González,64,-75,120,150
Akoua Romeo Amane,118,-75,120,150
Alain Zadi,92,-75,120,150
Alan Alejandro Sosa,110,-75,120,150
Alan Steve Minda García,114,-75,120,150
Alan Tobías Morinigo,101,-75,120,150
Albert Navarro Escriche,85,-75,120,150
Alberto Chávez Castañeda,77,-75,120,150
Albian Hajdari,122,-75,120,150
Aldo Emmanuel Llanas Valdez,70,-75,120,150
Aleix Garrido Cañizares,105,-75,120,150
Alejandro Calvo Mata,106,-75,120,150
Alejandro Lozano Cárdenas,92,-75,120,150
Alejandro Primo Hernández,82,-75,120,150
Alessandro Bianco,116,-75,120,150
Alessandro Fontanarosa,107,-75,120,150
Alessandro Giovannini,96,-75,120,150
Alessio Piantedosi,86,-75,120,150
Álex Alba Fernández-Berridi,78,-75,120,150
Alex Lionel Juárez,102,-75,120,150
Alex Nahuel Luna,112,-75,120,150
Alex Oyowah,91,-75,120,150
Álex Padilla Pérez,89,-75,120,150
Alexander Ernesto Aravena Guzmán,123,-75,120,150
Alexander Paulsen,94,-75,120,150
Alexander Sean Pablo Robertson,118,-75,120,150
Alexandr Koksharov,85,-75,120,150
Alexandre Nogueira Azevedo,91,-75,120,150
Alexei Rojas Fedorushchenko,73,-75,120,150
Alexís Castillo Manyoma,105,-75,120,150
Alexis González,95,-75,120,150
Alfie Bavidge,80,-75,120,150
Ali Reynah,80,-75,120,150
Alisson Santana Lopes da Fonseca,93,-75,120,150
Álvaro Bastida Moya,96,-75,120,150
Álvaro Fernández Carreras,115,-75,120,150
Alvaro Henry,81,-75,120,150
Álvaro Leiva Alemany,102,-75,120,150
Álvaro Montoro,90,-75,120,150
Álvaro Pérez Campo,110,-75,120,150
Álvaro Sanz Catalán,115,150,150,150
Alvyn Antonio Sanches,108,-75,120,150
Amadou Diallo,95,-75,120,150
Amadou Koné,75,-75,120,150
Amani Tye Louis-Marie Richards,70,-75,120,150
Amankwah Forson,115,-75,120,150
Amaro Nallo,64,-75,120,150
Amay Caprice,84,-75,120,150
Ambrosini Antonio Cabaça Salvador,105,-75,120,150
Amilton Junio Seabra Souza,79,-75,120,150
Amin Al-Shanaineh,80,-75,120,150
Anan Khalaili,112,-75,120,150
Anas Hassan,98,-75,120,150
Anders Hartveit Ryste,83,-75,120,150
Andoni Arzak Idígoras,75,-75,120,150
András Németh,110,-75,120,150
André Dhominique Queiroz Santiago da Silva,100,-75,120,150
André Luís Rocha Oliveira,78,-75,120,150
André Nogueira Gomes,98,-75,120,150
André Sousa Moreira,78,-75,120,150
André Vakulyuk,67,-75,120,150
Andrea Carboni,121,150,150,150
Andrea Pelamatti,91,-75,120,150
Andreas Frederik Dithmer,90,-75,120,150
Andreas Richardos Ndoj,105,-75,120,150
Andrej Petrović,87,-75,120,150
Andrej Subotić,88,-75,120,150
Andrés Carlos Caro Serrano,106,-75,120,150
Andrés Céspedes Rubio,71,-75,120,150
Andrés Cuenca Cejudo,80,-75,120,150
Andrés Felipe Tovar Escalante,90,-75,120,150
Andrés García Robledo,118,-75,120,150
Andrés Nicolás Paz,115,-75,120,150
Andrés Salazar Osorio,110,-75,120,150
Andrew Abiola Omobamidele,126,150,150,150
Andy Elysée Logbo,102,-75,120,150
Anel Zulić,101,-75,120,150
Ángel Manuel Robles Guerrero,100,-75,120,150
Ange-Yoan Bonny,121,-75,120,150
Ante Crnac,108,-75,120,150
Antef Tsoungui,98,-75,120,150
Anthony Rouault,125,150,150,150
Antoine Joujou,109,-75,120,150
Anton Kade,108,-75,120,150
Antonino Jastin García López,105,-75,120,150
Antonio Foti,105,-75,120,150
Antonio José Cordero Campillo,81,-75,120,150
Antonio Raimondo,102,-75,120,150
Ariel Mosór,108,-75,120,150
Arif Kocaman,95,-75,120,150
Arkaitz Mariezkurrena Etxezarreta,85,-75,120,150
Armin Gigović,118,-75,120,150
Armindo Sieb,110,-75,120,150
Arnau Solà Mateu,113,-75,120,150
Arne Engels,115,-75,120,150
Artemenko Oleh Yuriiovych,38,-75,120,150
Arthur Augusto de Matos Soares,114,-75,120,150
Arthur Zagré,113,-75,120,150
Asen Ivanov Mitkov,101,-75,120,150
Asier Osambela Larraya,104,-75,120,150
Ato Ampah,65,-75,120,150
Aurelio Oehlers,100,-75,120,150
Axel Agustín Ojeda,112,-75,120,150
Axel Atum,101,-75,120,150
Axel Hugo Bolin,105,-75,120,150
Axel Kayombo,92,-75,120,150
Axel Perez,74,-75,120,150
Ayberk Karapo,100,-75,120,150
Ayman Aiki,87,-75,120,150
Ayodele Thomas,75,-75,120,150
Ayoub Amraoui,78,-75,120,150
Aytuğ Batur Kömeç,80,-75,120,150
Babacar Diocou,74,-75,120,150
Bandar Al-Salamah,96,-75,120,150
Bankole Kayode Iyanu,109,-75,120,150
Bautista Castreje,89,-75,120,150
Bautista La Licata,87,-75,120,150
Beckham David Castro Espinosa,103,-75,120,150
Ben Chrisene,95,-75,120,150
Ben Summers,70,-75,120,150
Bence Dárdai,98,-75,120,150
Benicio Baker-Boaitey,88,-75,120,150
Bénie Adama Traoré,117,-75,120,150
Benjamim Rodrigues Moutinho Mendonca Fonseca,66,-75,120,150
Benjamín Domínguez,123,-75,120,150
Benjamin Roy Grist,65,-75,120,150
Benjamin Thoresen Faraas,96,-75,120,150
Benjamin Tomaso Broggio,70,-75,120,150
Beno Selan,100,-75,120,150
Berkay Kençtemur,70,-75,120,150
Bernardo da Silva Rocha Valim,83,-75,120,150
Bernardo Marques Duarte Couto,90,-75,120,150
Bernardo Paias Ferreira,100,-75,120,150
Bernardo Pereira Folha,115,-75,120,150
Billy Heaps,80,-75,120,150
Bjorn Meijer,116,-75,120,150
Bogdan Kostić,89,-75,120,150
Bogdan Mirčetić,98,-75,120,150
Bojan Kovačević,105,-75,120,150
Borja Ferrando Salvador,58,-75,120,150
Boubacar Traoré,118,-75,120,150
Brahim Traoré,95,-75,120,150
Brandon Aguilera Zamora,100,-75,120,150
Brandon Estiven Chury Jiménez,90,-75,120,150
Branko Pavić,80,-75,120,150
Brayan Andrés Ceballos Jiménez,114,-75,120,150
Brayan Boci,110,-75,120,150
Breyton Fougeu,88,-75,120,150
Brian Gutiérrez,115,-75,120,150
Bright Akwo Arrey-Mbi,110,-75,120,150
Brodi Hughes,79,-75,120,150
Brooke Norton-Cuffy,117,-75,120,150
Burak Selver Yıldız,75,-75,120,150
Cade Dylan Cowell,113,-75,120,150
Caleb Ansen,73,-75,120,150
Caleb Ryan Wiley,100,-75,120,150
Calixte Paul Ligue,97,-75,120,150
Calum Alexander Scanlon,76,-75,120,150
Calum Logan,70,-75,120,150
Camilo Andrés Mena Márquez,107,-75,120,150
Camilo Rey Domenech,88,-75,120,150
Can Bozdogan,127,150,150,150
Carles Sogorb Oliver,80,-75,120,150
Carlo Soldati López,71,-75,120,150
Carlos Alberto Gomes da Silva Filho,107,-75,120,150
Carlos Alberto Vivas González,108,-75,120,150
Carlos Álvarez Rivera,113,-75,120,150
Carlos Daniel Durán Rico,80,-75,120,150
Carlos Eduardo Cantillo Villalobos,104,-75,120,150
Carlos Eduardo Carrillo Madrigales,63,-75,120,150
Carlos Emiro Garcés Torres,113,-75,120,150
Carlos Lumbreras Solano,90,-75,120,150
Carter Pinnington,64,-75,120,150
Cauê Vinicius dos Santos,103,-75,120,150
César Ignacio Pérez Maldonado,112,-75,120,150
César Nahuel Araújo Vilches,121,-75,120,150
Chaïm El Djebali,94,-75,120,150
Chaka Traoré,97,-75,120,150
Charles Clive Webster,107,-75,120,150
Charles David Crew,85,-75,120,150
Charles Roger Hughes,111,-75,120,150
Chem Campbell,106,-75,120,150
Chemsdine Talbi,99,-75,120,150
Cherif Aboubacar Soumah,82,-75,120,150
Chris-Emmanuel Lokesa Dikwama,97,-75,120,150
Chrislain Matsima,114,150,150,150
Christian Mawissa Elebi,95,-75,120,150
Christian Mutilva Razquin,90,-75,120,150
Christian Nahuel Ordoñez,111,-75,120,150
Christian Theodor Kjelder Rasmussen,110,-75,120,150
Christopher Petrov Popov,80,-75,120,150
Ciro Armoa,90,-75,120,150
Clemens Riedel,110,-75,120,150
Cobel Sow,83,-75,120,150
Cristhian Joel Loor Santamaría,89,-75,120,150
Cristian Canales Villa,86,-75,120,150
Cristian Shpendi,110,-75,120,150
Cristopher Santiago Benítez Islas,75,-75,120,150
Cyprian Popielec,75,-75,120,150
Dagoberto Espinoza Acosta,75,-75,120,150
Damián Nicolás Pizarro Huenqueo,102,-75,120,150
Damián Rodríguez Sousa,86,-75,120,150
Dane Pharrell Scarlett,103,-75,120,150
Daniel Andrés Luna García,105,-75,120,150
Daniel Ávila Mármol,80,-75,120,150
Daniel Barcia Rama,100,-75,120,150
Daniel David Jebbison,112,-75,120,150
Daniel Díaz Gándara,98,-75,120,150
Daniel Esteban Pedrozo Martínez,100,-75,120,150
Daniel Le Duigou,80,-75,120,150
Daniel Martín Rodríguez,98,-75,120,150
Daniel Namaso Edi-Mesumbe Loader,133,150,150,150
Daniel Rigge,70,-75,120,150
Daniel Rodríguez Crespo,95,-75,120,150
Daniel Rus,85,-75,120,150
Daniel Samek,107,-75,120,150
Daniel Seland Karlsbakk,103,-75,120,150
Daniele Ghilardi,105,-75,120,150
Daniele Montevago,106,-75,120,150
Daniil Denisov,118,-75,120,150
Daniil Odoevskiy,103,-75,120,150
Danila Khotulev,103,-75,120,150
Danila Kozlov,76,-75,120,150
Dante Orr,64,-75,120,150
Dantouma Touré,87,-75,120,150
Daouda Traoré,78,-75,120,150
Darío Ariel Sarmiento,107,-75,120,150
Darío Esteban Osorio Osorio,110,-75,120,150
Darko Boateng Gyabi,99,-75,120,150
Darwin Francisco Palacio Guzmán,82,-75,120,150
David Alexandre Ivanov Miguel,69,-75,120,150
David Maximiliano González,112,-75,120,150
David Mota Vinhas,85,-75,120,150
David Pech,115,-75,120,150
David Pejičić,78,-75,120,150
David Pereira Da Costa,132,150,150,150
David Watson,95,-75,120,150
Dayvisson André Lima dos Santo,84,-75,120,150
Délano Diego van der Heijden,96,-75,120,150
Demir Ege Tıknaz,85,-75,120,150
Demir Xhemalija,85,-75,120,150
Denis Makarov,60,-75,120,150
Deniz Gül,98,-75,120,150
Dennis Gjengaar,106,-75,120,150
Dennis Rufo Andújar,78,-75,120,150
Derkach Maksym Yuriiovych,88,-75,120,150
Devin Haen,101,-75,120,150
Diachuk Maksym Rostyslavovyc,106,-75,120,150
Diego Alexander Gómez Amarilla,116,-75,120,150
Diego Fabián González,110,-75,120,150
Diego Gabriel Silva Rosa,105,-75,120,150
Diego Kochen,90,-75,120,150
Diego Luis González Alcaráz,98,-75,120,150
Diego Manuel Jadon da Silva Moreira,106,-75,120,150
Dies Janse,75,-75,120,150
Diogo Lobão Sousa,65,-75,120,150
Diogo Maria Marques Martins,70,-75,120,150
Diogo Pinheiro Monteiro,93,-75,120,150
Dion Kacuri,102,-75,120,150
Divin Mubama,103,-75,120,150
Divine Nwachukwu,110,-75,120,150
Diyaedinne-Eddine Jermoumi,92,-75,120,150
Dmitry Kuchugura,80,-75,120,150
Doğan Alemdar,105,-75,120,150
Doğuhan Aral Şimşir,117,-75,120,150
Domagoj Bukvić,109,-75,120,150
Dominic Ballard,100,-75,120,150
Dominik Babić,80,-75,120,150
Don-Angelo Christoffel Annum-Assamoah Konadu,90,-75,120,150
Donnell McNeilly,80,-75,120,150
Dorgéles Néné,114,-75,120,150
Douglas Matías Arezo Martínez,126,-75,120,150
Dragan Stoisavljević,100,-75,120,150
Duccio Degli Innocenti,104,-75,120,150
Dylan Aquino,106,-75,120,150
Dylan Felipe Borrero Caicedo,113,-75,120,150
Dženan Pejčinović,96,-75,120,150
Ebenezer Akinsanmiro Ajodun,87,-75,120,150
Ebroni Gnoan,78,-75,120,150
Edgar Alcañiz Baldví,88,-75,120,150
Edgar Climent Pujol Portorreal,102,-75,120,150
Edgar Pires Mota,70,-75,120,150
Edier Ocampo Vidal,105,-75,120,150
Edouard Oscar Michut,115,-75,120,150
Eduard Gabriel Radaslavescu,98,-75,120,150
Eduardo García Mendoza,103,-75,120,150
Eduardo Kogitzki Anastacio,92,-75,120,150
Eduardo Nunes Fernandes,68,-75,120,150
Eduardo Sánchez Lamadrid,100,-75,120,150
Edward James Turns,98,-75,120,150
Edwin Andersson,88,-75,120,150
Efe Sarıkaya,90,-75,120,150
Eggert Aron Guðmundsson,108,-75,120,150
Eguinaldo de Sousa Lemos,110,-75,120,150
El Habib Ahmed Hassan,85,-75,120,150
El Hadji Djibril Soumaré,85,-75,120,150
Eldin Bajramović,96,-75,120,150
Elias Jelert Kristensen,123,150,150,150
Elias Kringberg Haug,75,-75,120,150
Elias Lorenz,87,-75,120,150
Elias Niiklas Baum,92,-75,120,150
Elijah Dijkstra,80,-75,120,150
Elijah Gift Izobodo John,75,-75,120,150
Elione Fernandes-Neto,98,-75,120,150
Elkin Eduardo Ruiz Congo,82,-75,120,150
Elliot Myles,73,-75,120,150
Élver Estiven Arizala Panesso,80,-75,120,150
Elyh Samuel Harrison,88,-75,120,150
Emeric Etondé,78,-75,120,150
Emerson Iván Pata Rodríguez,95,-75,120,150
Emerson Pedro Vanga,80,-75,120,150
Emersonn Correia da Silva,100,-75,120,150
Emil Winther Højlund,100,-75,120,150
Emile Doucouré,82,-75,120,150
Emiliano García Escudero,76,-75,120,150
Emin Bayram,110,-75,120,150
Emir Ortakaya,100,-75,120,150
Emir Yaşar,70,-75,120,150
Emirhan İlkhan,112,-75,120,150
Emmanuel Dennis Ayaosi,87,-75,120,150
Emre Demir,95,-75,120,150
Emre Kaya,75,-75,120,150
Eneko Ellakuria González,85,-75,120,150
Enes Sali,94,-75,120,150
